myid = 5	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand06/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	3.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 848,	center = 1047,	outer = 1103,	total = 3000
initial mass depletion timescale =3.346525e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
2.600000e+07	  3	  3000	  1809	1.366299521694747e-03	9.999999999999991e+00	2.824450469682793e+00
2.700000e+07	  3	  3000	  2186	1.819182189339455e-03	1.333521432163323e+01	1.461777659415629e-02
2.800000e+07	  3	  3000	   479	1.982788318829364e-03	1.333521432163323e+01	5.428978187371999e-01
2.900000e+07	  3	  3000	     3	2.243093403364529e-05	1.333521432163323e+01	1.069560265876453e+00
3.000000e+07	  3	  3000	  2874	1.923855543348799e-03	1.333521432163323e+01	1.598070358238965e+00
3.100000e+07	  3	  3000	  1104	1.279460791297007e-03	1.333521432163323e+01	2.128209864895919e+00
3.200000e+07	  3	  3000	   552	1.498731561579126e-03	1.333521432163323e+01	2.651940172685273e+00
3.300000e+07	  3	  3000	    56	1.715522997300510e-03	1.333521432163323e+01	3.181124532855425e+00
3.400000e+07	  3	  3000	   994	1.408619081799437e-03	1.333521432163323e+01	3.704352462343163e+00
3.500000e+07	  3	  3000	   751	1.846555120958091e-03	1.333521432163323e+01	4.231258576974110e+00
3.600000e+07	  3	  3000	  2154	1.717279130318557e-03	1.778279410038921e+01	3.102294155917626e-01
3.700000e+07	  3	  3000	   494	1.219649764532600e-03	1.778279410038921e+01	8.363565110755494e-01
3.800000e+07	  3	  3000	    63	1.586112639295479e-03	1.778279410038921e+01	1.365111194444918e+00
3.900000e+07	  3	  3000	   568	1.643426982868455e-03	1.778279410038921e+01	1.893862001395263e+00
4.000000e+07	  3	  3000	  2481	1.572274515229711e-03	1.778279410038921e+01	2.422727402575974e+00
4.100000e+07	  3	  3000	  2575	2.165478577900071e-03	1.778279410038921e+01	2.949604652095776e+00
4.200000e+07	  3	  3000	  1918	1.514861273252680e-03	1.778279410038921e+01	3.478527663888539e+00
collision No.1	2.157337e+01[yr]	i=2, j=1774	r_ij=6.328471874656029e-05	radius[2]+radius[1774]=6.338481524341289e-05
dE_heat=-4.353363e-11	dE_grav=4.352443e-11	dE_c=-1.172763e-18	v_imp=3.079914e-01
4.300000e+07	  3	  2999	  2406	1.421777702803080e-03	1.778279410038921e+01	4.007418078408570e+00
4.400000e+07	  3	  2999	  1086	1.775506998712964e-03	1.778279410038921e+01	4.537060232399906e+00
4.500000e+07	  3	  2999	   528	1.889002728198457e-03	1.778279410038921e+01	5.065648109970699e+00
4.600000e+07	  3	  2999	  1105	1.497989812827965e-03	1.778279410038921e+01	5.595522035727701e+00
4.700000e+07	  3	  2999	  1223	1.902220552841911e-03	2.371373705661653e+01	1.928685389804844e-01
collision No.2	2.410774e+01[yr]	i=1, j=972	r_ij=6.313608411812970e-05	radius[1]+radius[972]=6.338481524341289e-05
dE_heat=-3.509879e-11	dE_grav=3.511539e-11	dE_c=-1.847987e-18	v_imp=3.082390e-01
4.800000e+07	  3	  2998	  2436	1.288543292028052e-03	2.371373705661653e+01	7.225264543612133e-01
4.900000e+07	  3	  2998	   177	1.373424920147208e-03	2.371373705661653e+01	1.251508337082867e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  2998	   639	1.844795490074572e-03	2.371373705661653e+01	1.781184428318999e+00
5.100000e+07	  3	  2998	   712	2.770150354448978e-04	2.371373705661653e+01	2.310383471774367e+00
5.200000e+07	  3	  2998	  1684	1.889882158533474e-03	2.371373705661653e+01	2.838283485492076e+00
5.300000e+07	  3	  2998	     7	2.097411040122140e-03	2.371373705661653e+01	3.367545984916314e+00
5.400000e+07	  3	  2998	  2907	1.289223191107195e-03	2.371373705661653e+01	3.896491946287509e+00
5.500000e+07	  3	  2998	  1079	1.585345858570103e-03	2.371373705661653e+01	4.424992333100955e+00
5.600000e+07	  3	  2998	  2135	1.376810281341224e-03	2.371373705661653e+01	4.955537709688049e+00
5.700000e+07	  3	  2998	    64	1.629729558503254e-03	2.371373705661653e+01	5.483384790712336e+00
5.800000e+07	  3	  2998	   410	1.511447134786382e-03	2.371373705661653e+01	6.012804742731206e+00
5.900000e+07	  3	  2998	    53	1.588918211168072e-03	2.371373705661653e+01	6.541587847167390e+00
6.000000e+07	  3	  2998	  1029	1.110454278519470e-03	2.371373705661653e+01	7.071490211780023e+00
6.100000e+07	  3	  2998	   251	1.208440066478568e-03	2.371373705661653e+01	7.600493564981660e+00
6.200000e+07	  3	  2998	  2125	1.344279924698505e-03	3.162277660168376e+01	2.193219712455925e-01
6.300000e+07	  3	  2998	   243	1.445069054624208e-03	3.162277660168376e+01	7.476257254585784e-01
6.400000e+07	  3	  2998	   318	1.224227967220565e-03	3.162277660168376e+01	1.276832994685074e+00
6.500000e+07	  3	  2998	  1077	1.837619012109452e-03	3.162277660168376e+01	1.805554547068574e+00
6.600000e+07	  3	  2998	   904	1.838144076052434e-03	3.162277660168376e+01	2.334207111858746e+00
6.700000e+07	  3	  2998	  1156	1.967580267565538e-03	3.162277660168376e+01	2.862888545932488e+00
6.800000e+07	  3	  2998	  2544	1.251124671965756e-03	3.162277660168376e+01	3.391104246134105e+00
6.900000e+07	  3	  2998	  1594	1.449363268416385e-03	3.162277660168376e+01	3.920389776443292e+00
7.000000e+07	  3	  2998	  2195	1.078623985750359e-03	3.162277660168376e+01	4.449185241985544e+00
7.100000e+07	  3	  2998	   224	1.639905376116324e-03	3.162277660168376e+01	4.977540495192891e+00
t_sys = 3.668402e+01 [yr]	i = 1593	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
7.200000e+07	  3	  2998	  1932	1.351589398535836e-03	3.162277660168376e+01	5.507945216423207e+00
7.300000e+07	  3	  2998	  1044	1.207717416675480e-03	3.162277660168376e+01	6.037435867968902e+00
7.400000e+07	  3	  2998	   906	2.055137623577277e-03	3.162277660168376e+01	6.565347824948447e+00
7.500000e+07	  3	  2998	  2633	1.542604960594491e-03	3.162277660168376e+01	7.094644748498212e+00
7.600000e+07	  3	  2998	   307	1.332118530892334e-03	3.162277660168376e+01	7.622601247837604e+00
7.700000e+07	  3	  2998	  2685	1.262674900778313e-03	3.162277660168376e+01	8.151693343540341e+00
7.800000e+07	  3	  2998	  1042	1.482188212139293e-03	3.162277660168376e+01	8.681690790102193e+00
7.900000e+07	  3	  2998	  1405	1.693020248991271e-03	3.162277660168376e+01	9.210427775768556e+00
8.000000e+07	  3	  2998	  1192	1.809278175895116e-03	3.162277660168376e+01	9.740578894732749e+00
8.100000e+07	  3	  2998	  2746	1.932755840515109e-03	3.162277660168376e+01	1.026893494411788e+01
8.200000e+07	  3	  2998	  1386	1.336725163522707e-03	4.216965034285818e+01	2.516243593797772e-01
8.300000e+07	  3	  2998	  1930	1.589021333837352e-03	4.216965034285818e+01	7.804103103546642e-01
8.400000e+07	  3	  2998	   765	1.313060530782444e-03	4.216965034285818e+01	1.308714070566568e+00
8.500000e+07	  3	  2998	  2017	1.539574365041133e-03	4.216965034285818e+01	1.836019288442297e+00
8.600000e+07	  3	  2998	  1259	1.320483498752022e-03	4.216965034285818e+01	2.365780925975701e+00
8.700000e+07	  3	  2998	  2570	1.461139551389156e-03	4.216965034285818e+01	2.893527713960481e+00
8.800000e+07	  3	  2998	  2599	1.250661416273068e-03	4.216965034285818e+01	3.421642443060926e+00
8.900000e+07	  3	  2998	  2618	1.429350140573672e-03	4.216965034285818e+01	3.951600793394385e+00
9.000000e+07	  3	  2998	   172	1.465383856938040e-03	4.216965034285818e+01	4.480716758929655e+00
9.100000e+07	  3	  2998	  1961	1.433680664717095e-03	4.216965034285818e+01	5.009787476993016e+00
9.200000e+07	  3	  2998	    53	1.113110617589828e-03	4.216965034285818e+01	5.538486516891142e+00
9.300000e+07	  3	  2998	   235	1.691390049445468e-03	4.216965034285818e+01	6.066851056747011e+00
9.400000e+07	  3	  2998	   677	1.182731065879119e-03	4.216965034285818e+01	6.595668249222161e+00
9.500000e+07	  3	  2998	   179	1.205023513505255e-03	4.216965034285818e+01	7.125072881028116e+00
9.600000e+07	  3	  2998	  2618	1.923226887215289e-03	4.216965034285818e+01	7.653888775620641e+00
9.700000e+07	  3	  2998	  1190	1.310908008825561e-03	4.216965034285818e+01	8.182701851024579e+00
9.800000e+07	  3	  2998	   365	1.635594592019272e-03	4.216965034285818e+01	8.711768511354109e+00
9.900000e+07	  3	  2998	  2751	1.895287566668888e-03	4.216965034285818e+01	9.240937971232166e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  2998	  1131	1.419483442792576e-03	4.216965034285818e+01	9.770230708934895e+00
1.010000e+08	  3	  2998	  2526	1.568631959600964e-03	4.216965034285818e+01	1.029979160909370e+01
1.020000e+08	  3	  2998	   747	1.444214924660038e-03	4.216965034285818e+01	1.082840726591811e+01
1.030000e+08	  3	  2998	  2344	1.789806379468911e-03	4.216965034285818e+01	1.135891894857183e+01
1.040000e+08	  3	  2998	  1076	2.098116977513023e-03	4.216965034285818e+01	1.188805093374488e+01
1.050000e+08	  3	  2998	   400	1.477927416431398e-03	4.216965034285818e+01	1.241742468908271e+01
1.060000e+08	  3	  2998	   105	1.212980488251564e-03	4.216965034285818e+01	1.294506121756972e+01
1.070000e+08	  3	  2998	  1651	1.927578233077789e-03	4.216965034285818e+01	1.347298083744536e+01
1.080000e+08	  3	  2998	    87	1.839501189548528e-03	4.216965034285818e+01	1.400344085337560e+01
1.090000e+08	  3	  2998	   318	1.263234563345761e-03	5.623413251903484e+01	4.640775775967064e-01
1.100000e+08	  3	  2998	   966	1.514898601824353e-03	5.623413251903484e+01	9.937764688437977e-01
1.110000e+08	  3	  2998	   925	1.498871585998734e-03	5.623413251903484e+01	1.521508687679409e+00
1.120000e+08	  3	  2998	   300	1.539842215776101e-03	5.623413251903484e+01	2.050803802011612e+00
1.130000e+08	  3	  2998	  1280	1.309383261927477e-03	5.623413251903484e+01	2.580153472093657e+00
1.140000e+08	  3	  2998	  2895	2.283361778674786e-03	5.623413251903484e+01	3.109329155373919e+00
1.150000e+08	  3	  2998	  2331	2.027177230183737e-03	5.623413251903484e+01	3.637938780129068e+00
1.160000e+08	  3	  2998	  2833	1.473936835074200e-03	5.623413251903484e+01	4.166237185940079e+00
1.170000e+08	  3	  2998	   122	2.073027269708224e-03	5.623413251903484e+01	4.695060241858304e+00
1.180000e+08	  3	  2998	  1829	1.587565161756630e-03	5.623413251903484e+01	5.224955318159568e+00
1.190000e+08	  3	  2998	   989	1.208060285399636e-03	5.623413251903484e+01	5.754071893657212e+00
1.200000e+08	  3	  2998	   982	1.604390832230330e-03	5.623413251903484e+01	6.283211369746847e+00
1.210000e+08	  3	  2998	  1846	1.618781219070526e-03	5.623413251903484e+01	6.813073597869775e+00
1.220000e+08	  3	  2998	  2549	1.699050292389807e-03	5.623413251903484e+01	7.341913301768551e+00
1.230000e+08	  3	  2998	   831	1.443772094565335e-03	5.623413251903484e+01	7.870548113773991e+00
1.240000e+08	  3	  2998	  1431	1.818060898749968e-03	5.623413251903484e+01	8.398718268583030e+00
1.250000e+08	  3	  2998	  2244	2.057314313524172e-03	5.623413251903484e+01	8.928226704877245e+00
1.260000e+08	  3	  2998	  2689	1.425670055589776e-03	5.623413251903484e+01	9.456199856145332e+00
1.270000e+08	  3	  2998	   670	1.379609936983904e-03	5.623413251903484e+01	9.984718740758293e+00
1.280000e+08	  3	  2998	   568	1.854535661790776e-03	5.623413251903484e+01	1.051374576437293e+01
1.290000e+08	  3	  2998	    35	1.717603883406010e-03	5.623413251903484e+01	1.104064627412862e+01
1.300000e+08	  3	  2998	   408	2.305197161762336e-03	5.623413251903484e+01	1.156982350601639e+01
1.310000e+08	  3	  2998	  2333	1.279353297639012e-03	5.623413251903484e+01	1.209879840620375e+01
1.320000e+08	  3	  2998	  1446	1.838054656938674e-03	5.623413251903484e+01	1.262719823339430e+01
1.330000e+08	  3	  2998	   745	1.896080704922302e-03	5.623413251903484e+01	1.315527347896842e+01
1.340000e+08	  3	  2998	  1231	1.651631733805036e-03	5.623413251903484e+01	1.368397772482838e+01
collision No.3	6.996493e+01[yr]	i=3, j=753	r_ij=6.301898307924455e-05	radius[3]+radius[753]=6.338481524341289e-05
dE_heat=-3.435092e-11	dE_grav=3.418037e-11	dE_c=1.106910e-18	v_imp=3.093661e-01
1.350000e+08	  3	  2997	  1070	1.626570272228992e-03	5.623413251903484e+01	1.421319287975925e+01
1.360000e+08	  3	  2997	  2191	1.206630870824081e-03	5.623413251903484e+01	1.474244427254931e+01
1.370000e+08	  3	  2997	  2832	1.913032329926115e-03	5.623413251903484e+01	1.527191794663620e+01
t_sys = 7.174136e+01 [yr]	i = 1985	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
1.380000e+08	  3	  2997	   935	1.241935773030820e-03	5.623413251903484e+01	1.579968280974498e+01
1.390000e+08	  3	  2997	  1374	2.159775096315460e-03	5.623413251903484e+01	1.632806694878766e+01
1.400000e+08	  3	  2997	  1974	1.352665063345963e-03	5.623413251903484e+01	1.685771443833936e+01
t_sys = 7.312275e+01 [yr]	i = 1985	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
1.410000e+08	  3	  2997	  2209	1.817809821384563e-03	5.623413251903484e+01	1.738642746061334e+01
1.420000e+08	  3	  2997	   956	1.744898740084195e-03	5.623413251903484e+01	1.791572054016867e+01
t_sys = 7.453534e+01 [yr]	i = 1985	neighbor number = 0	v_ave, sigma, & n_s does NOT change.
1.430000e+08	  3	  2997	  1359	1.989462339167415e-03	5.623413251903484e+01	1.844565216757370e+01
1.440000e+08	  3	  2997	  1014	1.272235671590043e-03	7.498942093324548e+01	2.179037492754189e-01
1.450000e+08	  3	  2997	   224	1.936681499191412e-03	7.498942093324548e+01	7.475372235299458e-01
1.460000e+08	  3	  2997	  2291	1.555808915600072e-03	7.498942093324548e+01	1.275860215285228e+00
1.470000e+08	  3	  2997	   175	1.472597709387234e-03	7.498942093324548e+01	1.805883877223524e+00
1.480000e+08	  3	  2997	  2002	1.261221926917251e-03	7.498942093324548e+01	2.334154229865764e+00
1.490000e+08	  3	  2997	   579	1.275568002029795e-03	7.498942093324548e+01	2.861349869184975e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  2997	  2081	2.098585403883868e-03	7.498942093324548e+01	3.390804348659981e+00
1.510000e+08	  3	  2997	   994	1.272676126352723e-03	7.498942093324548e+01	3.919870599587033e+00
1.520000e+08	  3	  2997	  2754	1.431112631434887e-03	7.498942093324548e+01	4.448952552605859e+00
1.530000e+08	  3	  2997	  1107	1.629406998600296e-03	7.498942093324548e+01	4.978483160603603e+00
1.540000e+08	  3	  2997	   120	1.942928153191149e-03	7.498942093324548e+01	5.508009927429434e+00
1.550000e+08	  3	  2997	  1235	1.855592963009470e-03	7.498942093324548e+01	6.036377652257643e+00
1.560000e+08	  3	  2997	  2667	1.614583134865798e-03	7.498942093324548e+01	6.565082388536426e+00
1.570000e+08	  3	  2997	  2645	1.164925733448233e-03	7.498942093324548e+01	7.094327516017925e+00
1.580000e+08	  3	  2997	  1364	1.437457430637796e-03	7.498942093324548e+01	7.622997642680373e+00
1.590000e+08	  3	  2997	   915	2.260218537912280e-03	7.498942093324548e+01	8.152218253389432e+00
1.600000e+08	  3	  2997	   923	1.544466714446822e-03	7.498942093324548e+01	8.682279539937760e+00
1.610000e+08	  3	  2997	  1512	1.932198588683260e-03	7.498942093324548e+01	9.210640909648440e+00
1.620000e+08	  3	  2997	   367	1.831044887720827e-03	7.498942093324548e+01	9.740816795403797e+00
1.630000e+08	  3	  2997	   439	1.474101821246762e-03	7.498942093324548e+01	1.026876471614619e+01
1.640000e+08	  3	  2997	   354	2.045607669048099e-03	7.498942093324548e+01	1.079948791874888e+01
1.650000e+08	  3	  2997	   351	1.656425235517785e-03	7.498942093324548e+01	1.132738150211113e+01
1.660000e+08	  3	  2997	   589	1.769554050279858e-03	7.498942093324548e+01	1.185727463981840e+01
1.670000e+08	  3	  2997	  2911	1.636942385719932e-03	7.498942093324548e+01	1.238510096716246e+01
1.680000e+08	  3	  2997	  2493	1.567296197256683e-03	7.498942093324548e+01	1.291266890008482e+01
1.690000e+08	  3	  2997	   345	1.310133885776621e-03	7.498942093324548e+01	1.344272706733869e+01
1.700000e+08	  3	  2997	   900	1.844436186617945e-03	7.498942093324548e+01	1.397073454721602e+01
1.710000e+08	  3	  2997	  1906	2.258874390982941e-03	7.498942093324548e+01	1.449940308958798e+01
1.720000e+08	  3	  2997	  1482	2.191931340817094e-03	7.498942093324548e+01	1.502541631686275e+01
1.730000e+08	  3	  2997	  1663	1.540033515608676e-03	7.498942093324548e+01	1.555464001962821e+01
1.740000e+08	  3	  2997	   921	1.417090093766802e-03	7.498942093324548e+01	1.608133780040448e+01
1.750000e+08	  3	  2997	  2272	1.248513302842886e-03	7.498942093324548e+01	1.661081958376336e+01
1.760000e+08	  3	  2997	  1271	2.352349929779352e-03	7.498942093324548e+01	1.713869552997077e+01
1.770000e+08	  3	  2997	  2348	1.888543505572644e-03	7.498942093324548e+01	1.766794455895350e+01
1.780000e+08	  3	  2997	  2259	1.700730505731453e-03	7.498942093324548e+01	1.819720030327592e+01
1.790000e+08	  3	  2997	  1995	1.197002617682529e-03	7.498942093324548e+01	1.872469676370765e+01
1.800000e+08	  3	  2997	   775	1.933337086398643e-03	7.498942093324548e+01	1.925310943720008e+01
1.810000e+08	  3	  2997	  1488	1.199454520760873e-03	7.498942093324548e+01	1.978095004300004e+01
1.820000e+08	  3	  2997	  2857	2.373409436140869e-03	7.498942093324548e+01	2.031067729503335e+01
1.830000e+08	  3	  2997	   345	1.593853476320807e-03	7.498942093324548e+01	2.083750201476378e+01
1.840000e+08	  3	  2997	  2729	1.663224101346534e-03	7.498942093324548e+01	2.136693921239806e+01
1.850000e+08	  3	  2997	  1394	1.392392571710839e-03	7.498942093324548e+01	2.189530044733960e+01
1.860000e+08	  3	  2997	   666	1.747039196134517e-03	7.498942093324548e+01	2.242408420400462e+01
1.870000e+08	  3	  2997	  1201	1.778143751288032e-03	7.498942093324548e+01	2.295324129925905e+01
1.880000e+08	  3	  2997	  1301	1.539376252944210e-03	7.498942093324548e+01	2.348177595327558e+01
1.890000e+08	  3	  2997	   439	1.355862938124119e-03	7.498942093324548e+01	2.400912182079063e+01
1.900000e+08	  3	  2997	   294	1.611265948908484e-03	7.498942093324548e+01	2.453686316183090e+01
1.910000e+08	  3	  2997	   597	1.450319101171435e-03	9.999999999999986e+01	5.560792987716529e-02
1.920000e+08	  3	  2997	   464	1.310336740152883e-03	9.999999999999986e+01	5.835533544715277e-01
1.930000e+08	  3	  2997	  2769	1.694589029768333e-03	9.999999999999986e+01	1.113946675696892e+00
1.940000e+08	  3	  2997	  2166	1.138722302134995e-03	9.999999999999986e+01	1.642092292115923e+00
1.950000e+08	  3	  2997	  1314	1.628314347686022e-03	9.999999999999986e+01	2.171870153900167e+00
1.960000e+08	  3	  2997	   936	1.581587045352599e-03	9.999999999999986e+01	2.699657790588430e+00
1.970000e+08	  3	  2997	  2293	1.558140917867428e-03	9.999999999999986e+01	3.229422636391616e+00
1.980000e+08	  3	  2997	   210	1.375934285992357e-03	9.999999999999986e+01	3.757051937614222e+00
1.990000e+08	  3	  2997	  1095	2.065537683695140e-03	9.999999999999986e+01	4.285198300114705e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  2997	  1898	1.291476061831644e-03	9.999999999999986e+01	4.813508625665405e+00
2.010000e+08	  3	  2997	   495	1.227583475070764e-03	9.999999999999986e+01	5.342059197867603e+00
2.020000e+08	  3	  2997	  1325	1.286962020800251e-03	9.999999999999986e+01	5.870451539564152e+00
2.030000e+08	  3	  2997	  2701	1.991893842541999e-03	9.999999999999986e+01	6.399561682773324e+00
2.040000e+08	  3	  2997	  2351	1.404376045054181e-03	9.999999999999986e+01	6.928453892079855e+00
2.050000e+08	  3	  2997	  2303	1.355396691194589e-03	9.999999999999986e+01	7.456735444461814e+00
2.060000e+08	  3	  2997	  2589	1.458540661234682e-03	9.999999999999986e+01	7.985630868464255e+00
